0,1
Datasets\IAM_Words\words\b04\b04-026\b04-026-01-03.png,""""
Datasets\IAM_Words\words\b05\b05-071\b05-071-00-08.png,and
Datasets\IAM_Words\words\b04\b04-202\b04-202-07-03.png,Space
Datasets\IAM_Words\words\c02\c02-003\c02-003-02-03.png,a
Datasets\IAM_Words\words\c04\c04-105\c04-105-03-01.png,saw
Datasets\IAM_Words\words\b04\b04-047\b04-047-05-01.png,be
Datasets\IAM_Words\words\a01\a01-132u\a01-132u-07-02.png,that
Datasets\IAM_Words\words\a02\a02-046\a02-046-03-05.png,shopgirls
Datasets\IAM_Words\words\c02\c02-017\c02-017-03-01.png,night
Datasets\IAM_Words\words\a01\a01-107\a01-107-04-10.png,can
Datasets\IAM_Words\words\d04\d04-032\d04-032-10-05.png,the
Datasets\IAM_Words\words\b06\b06-079\b06-079-02-06.png,of
Datasets\IAM_Words\words\e04\e04-103\e04-103-03-06.png,and
Datasets\IAM_Words\words\e07\e07-066\e07-066-00-02.png,Chronicle
Datasets\IAM_Words\words\c06\c06-058\c06-058-04-06.png,author
Datasets\IAM_Words\words\e04\e04-095\e04-095-05-00.png,are
Datasets\IAM_Words\words\c06\c06-103\c06-103-07-02.png,and
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-07-06.png,the
Datasets\IAM_Words\words\a01\a01-026\a01-026-05-07.png,Party
Datasets\IAM_Words\words\e04\e04-008\e04-008-01-05.png,with
Datasets\IAM_Words\words\b01\b01-079\b01-079-04-00.png,serving
Datasets\IAM_Words\words\a02\a02-042\a02-042-06-00.png,Government
Datasets\IAM_Words\words\a01\a01-072x\a01-072x-00-00.png,These
Datasets\IAM_Words\words\d07\d07-082\d07-082-00-08.png,proof
Datasets\IAM_Words\words\a05\a05-125\a05-125-04-00.png,for
Datasets\IAM_Words\words\e06\e06-033\e06-033-03-07.png,fleet
Datasets\IAM_Words\words\c06\c06-100\c06-100-00-03.png,as
Datasets\IAM_Words\words\d06\d06-027\d06-027-02-06.png,","
Datasets\IAM_Words\words\d04\d04-066\d04-066-07-02.png,children
Datasets\IAM_Words\words\a05\a05-025\a05-025-01-02.png,come
Datasets\IAM_Words\words\a01\a01-087\a01-087-02-02.png,Mr.
Datasets\IAM_Words\words\a06\a06-025\a06-025-06-07.png,But
Datasets\IAM_Words\words\a01\a01-063u\a01-063u-03-04.png,","
Datasets\IAM_Words\words\a01\a01-077\a01-077-01-07.png,tough
Datasets\IAM_Words\words\c03\c03-087f\c03-087f-05-01.png,.
Datasets\IAM_Words\words\a04\a04-069\a04-069-01-04.png,to
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-07-04.png,.
Datasets\IAM_Words\words\c04\c04-017\c04-017-04-06.png,this
Datasets\IAM_Words\words\a05\a05-104\a05-104-04-02.png,had
Datasets\IAM_Words\words\a05\a05-116\a05-116-00-03.png,reminiscent
Datasets\IAM_Words\words\d03\d03-112\d03-112-01-01.png,(
Datasets\IAM_Words\words\c03\c03-007\c03-007-01-03.png,the
Datasets\IAM_Words\words\b01\b01-053\b01-053-02-08.png,the
Datasets\IAM_Words\words\a01\a01-053\a01-053-09-00.png,nomination
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-01-04.png,my
Datasets\IAM_Words\words\a03\a03-080\a03-080-08-02.png,-
Datasets\IAM_Words\words\d05\d05-025\d05-025-06-04.png,the
Datasets\IAM_Words\words\a06\a06-000\a06-000-03-05.png,July
Datasets\IAM_Words\words\c03\c03-000b\c03-000b-03-01.png,Tony
Datasets\IAM_Words\words\a04\a04-019\a04-019-01-05.png,need
Datasets\IAM_Words\words\b01\b01-027\b01-027-01-01.png,from
Datasets\IAM_Words\words\a01\a01-058x\a01-058x-09-01.png,Chancellor
Datasets\IAM_Words\words\b06\b06-064\b06-064-09-01.png,positions
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-06-02.png,succeeded
Datasets\IAM_Words\words\a04\a04-069\a04-069-04-00.png,to
Datasets\IAM_Words\words\c03\c03-096c\c03-096c-00-02.png,Lucas's
Datasets\IAM_Words\words\e04\e04-043\e04-043-05-01.png,only
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-06-04.png,and
Datasets\IAM_Words\words\d06\d06-015\d06-015-02-01.png,adjustment
Datasets\IAM_Words\words\e06\e06-053\e06-053-08-05.png,.
Datasets\IAM_Words\words\e01\e01-113\e01-113-06-04.png,finger
Datasets\IAM_Words\words\b06\b06-090\b06-090-03-00.png,real
Datasets\IAM_Words\words\c06\c06-043\c06-043-04-00.png,heralded
Datasets\IAM_Words\words\e07\e07-012\e07-012-05-04.png,2
Datasets\IAM_Words\words\c06\c06-080\c06-080-00-03.png,our
Datasets\IAM_Words\words\c04\c04-144\c04-144-02-08.png,at
Datasets\IAM_Words\words\c03\c03-007\c03-007-00-04.png,Honey
Datasets\IAM_Words\words\e01\e01-022\e01-022-03-05.png,Christening
Datasets\IAM_Words\words\c03\c03-007f\c03-007f-03-00.png,streets
Datasets\IAM_Words\words\d06\d06-037\d06-037-04-06.png,when
Datasets\IAM_Words\words\a02\a02-008\a02-008-02-05.png,Three
Datasets\IAM_Words\words\e06\e06-033\e06-033-03-09.png,nets
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-03-03.png,Northern
Datasets\IAM_Words\words\d04\d04-050\d04-050-03-01.png,selfish
Datasets\IAM_Words\words\b05\b05-058\b05-058-00-12.png,.
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-05-06.png,Mr.
Datasets\IAM_Words\words\c06\c06-091\c06-091-00-09.png,bottle
Datasets\IAM_Words\words\d04\d04-086\d04-086-00-03.png,had
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-04-02.png,.
Datasets\IAM_Words\words\b06\b06-056\b06-056-09-06.png,done
Datasets\IAM_Words\words\d04\d04-075\d04-075-06-00.png,only
Datasets\IAM_Words\words\a02\a02-078\a02-078-00-01.png,Roy
Datasets\IAM_Words\words\a05\a05-089\a05-089-06-08.png,and
Datasets\IAM_Words\words\a06\a06-110\a06-110-02-06.png,people
Datasets\IAM_Words\words\a06\a06-134\a06-134-01-02.png,were
Datasets\IAM_Words\words\e04\e04-114\e04-114-05-06.png,screws
Datasets\IAM_Words\words\a04\a04-031\a04-031-07-07.png,gave
Datasets\IAM_Words\words\e04\e04-038\e04-038-06-04.png,.
Datasets\IAM_Words\words\a01\a01-038\a01-038-08-01.png,last
Datasets\IAM_Words\words\e04\e04-091\e04-091-02-07.png,over
Datasets\IAM_Words\words\c04\c04-150\c04-150-06-07.png,frightened
Datasets\IAM_Words\words\c04\c04-116\c04-116-00-10.png,.
Datasets\IAM_Words\words\a02\a02-042\a02-042-02-00.png,had
Datasets\IAM_Words\words\d06\d06-076\d06-076-04-09.png,back
Datasets\IAM_Words\words\c04\c04-028\c04-028-05-03.png,life
Datasets\IAM_Words\words\a06\a06-051\a06-051-02-03.png,be
Datasets\IAM_Words\words\e06\e06-033\e06-033-07-00.png,to
Datasets\IAM_Words\words\e04\e04-119\e04-119-04-09.png,for
Datasets\IAM_Words\words\b04\b04-081\b04-081-00-03.png,Lord
Datasets\IAM_Words\words\b04\b04-040\b04-040-05-09.png,.
Datasets\IAM_Words\words\a03\a03-080\a03-080-01-05.png,the
Datasets\IAM_Words\words\a04\a04-081\a04-081-09-06.png,along
Datasets\IAM_Words\words\b03\b03-092\b03-092-05-07.png,GENERAL
Datasets\IAM_Words\words\a02\a02-120\a02-120-09-00.png,draw
Datasets\IAM_Words\words\d04\d04-062\d04-062-02-08.png,""""
Datasets\IAM_Words\words\c04\c04-035\c04-035-00-02.png,is
Datasets\IAM_Words\words\c06\c06-020\c06-020-06-07.png,live
Datasets\IAM_Words\words\b06\b06-032\b06-032-04-06.png,Western
Datasets\IAM_Words\words\d01\d01-056\d01-056-04-01.png,","
Datasets\IAM_Words\words\e07\e07-066\e07-066-01-02.png,Lincs
Datasets\IAM_Words\words\a04\a04-092\a04-092-06-08.png,Earl
Datasets\IAM_Words\words\c06\c06-039\c06-039-01-04.png,parade
Datasets\IAM_Words\words\d06\d06-008\d06-008-08-05.png,can
Datasets\IAM_Words\words\e04\e04-103\e04-103-01-05.png,Start
Datasets\IAM_Words\words\c04\c04-116\c04-116-03-00.png,""""
Datasets\IAM_Words\words\d06\d06-111\d06-111-02-11.png,got
Datasets\IAM_Words\words\c04\c04-008\c04-008-07-01.png,would
Datasets\IAM_Words\words\a02\a02-111\a02-111-07-04.png,secret
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-05-05.png,by
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-05-03.png,us
Datasets\IAM_Words\words\b04\b04-047\b04-047-04-04.png,.
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-04-02.png,the
Datasets\IAM_Words\words\d04\d04-008\d04-008-00-04.png,the
Datasets\IAM_Words\words\c04\c04-061\c04-061-02-00.png,alone
Datasets\IAM_Words\words\d04\d04-131\d04-131-05-04.png,and
Datasets\IAM_Words\words\b04\b04-040\b04-040-01-00.png,sisters
Datasets\IAM_Words\words\b03\b03-104\b03-104-05-01.png,woman
Datasets\IAM_Words\words\a05\a05-058\a05-058-01-01.png,we
Datasets\IAM_Words\words\a06\a06-057\a06-057-04-05.png,supporter
Datasets\IAM_Words\words\a06\a06-090\a06-090-05-04.png,.
Datasets\IAM_Words\words\c03\c03-084d\c03-084d-02-05.png,over-
Datasets\IAM_Words\words\b04\b04-089\b04-089-03-08.png,to
Datasets\IAM_Words\words\a04\a04-035\a04-035-02-04.png,""""
Datasets\IAM_Words\words\a03\a03-073\a03-073-11-01.png,to
Datasets\IAM_Words\words\a05\a05-029\a05-029-01-00.png,as
Datasets\IAM_Words\words\a03\a03-034\a03-034-03-06.png,to
Datasets\IAM_Words\words\c06\c06-039\c06-039-02-08.png,after
Datasets\IAM_Words\words\e02\e02-000\e02-000-00-02.png,deal
Datasets\IAM_Words\words\c06\c06-052\c06-052-03-08.png,an
Datasets\IAM_Words\words\a04\a04-035\a04-035-09-06.png,tarmac
Datasets\IAM_Words\words\a01\a01-102\a01-102-06-04.png,to
Datasets\IAM_Words\words\c03\c03-007d\c03-007d-03-05.png,the
Datasets\IAM_Words\words\b06\b06-015\b06-015-02-00.png,German
Datasets\IAM_Words\words\c04\c04-134\c04-134-06-05.png,.
Datasets\IAM_Words\words\d04\d04-117\d04-117-06-11.png,and
Datasets\IAM_Words\words\d04\d04-008\d04-008-02-08.png,","
Datasets\IAM_Words\words\d06\d06-041\d06-041-02-00.png,noting
Datasets\IAM_Words\words\b03\b03-109\b03-109-07-07.png,change
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-06-03.png,brief
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-04-02.png,as
Datasets\IAM_Words\words\a01\a01-011u\a01-011u-03-01.png,National
Datasets\IAM_Words\words\b04\b04-026\b04-026-06-09.png,years
Datasets\IAM_Words\words\c03\c03-003d\c03-003d-00-06.png,.
Datasets\IAM_Words\words\b06\b06-056\b06-056-00-02.png,every
Datasets\IAM_Words\words\a03\a03-073\a03-073-11-00.png,like
Datasets\IAM_Words\words\a05\a05-058\a05-058-04-04.png,had
Datasets\IAM_Words\words\d06\d06-072\d06-072-01-04.png,and
Datasets\IAM_Words\words\d07\d07-096\d07-096-06-01.png,appears
Datasets\IAM_Words\words\d04\d04-131\d04-131-03-06.png,of
Datasets\IAM_Words\words\e02\e02-018\e02-018-00-00.png,A
Datasets\IAM_Words\words\e02\e02-100\e02-100-05-00.png,yourself
Datasets\IAM_Words\words\b04\b04-096\b04-096-01-08.png,The
Datasets\IAM_Words\words\b06\b06-075\b06-075-03-05.png,the
Datasets\IAM_Words\words\d04\d04-075\d04-075-05-07.png,used
Datasets\IAM_Words\words\b04\b04-169\b04-169-03-05.png,Now
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-05-04.png,","
Datasets\IAM_Words\words\b01\b01-089\b01-089-04-03.png,was
Datasets\IAM_Words\words\b05\b05-071\b05-071-02-09.png,power
Datasets\IAM_Words\words\c06\c06-106\c06-106-03-04.png,She
Datasets\IAM_Words\words\d06\d06-076\d06-076-05-06.png,.
Datasets\IAM_Words\words\a03\a03-034\a03-034-03-03.png,since
Datasets\IAM_Words\words\a02\a02-111\a02-111-00-01.png,","
Datasets\IAM_Words\words\b04\b04-010\b04-010-03-01.png,should
Datasets\IAM_Words\words\e06\e06-053\e06-053-00-01.png,they
Datasets\IAM_Words\words\a04\a04-010\a04-010-01-04.png,be
Datasets\IAM_Words\words\e07\e07-066\e07-066-01-03.png,","
Datasets\IAM_Words\words\e02\e02-094\e02-094-07-06.png,or
Datasets\IAM_Words\words\e04\e04-099\e04-099-06-00.png,ply
Datasets\IAM_Words\words\e04\e04-127\e04-127-04-07.png,are
Datasets\IAM_Words\words\c06\c06-111\c06-111-00-00.png,This
Datasets\IAM_Words\words\b04\b04-202\b04-202-03-04.png,its
Datasets\IAM_Words\words\e01\e01-022\e01-022-01-04.png,lace
Datasets\IAM_Words\words\b03\b03-092\b03-092-04-07.png,SECRETARY
Datasets\IAM_Words\words\b04\b04-066\b04-066-06-06.png,spending
Datasets\IAM_Words\words\b05\b05-088\b05-088-07-05.png,twenty-one
Datasets\IAM_Words\words\c02\c02-012\c02-012-05-01.png,""""
Datasets\IAM_Words\words\d04\d04-053\d04-053-06-08.png,heed
Datasets\IAM_Words\words\c03\c03-016d\c03-016d-00-04.png,in
Datasets\IAM_Words\words\a05\a05-108\a05-108-01-01.png,as
Datasets\IAM_Words\words\d06\d06-015\d06-015-01-01.png,many
Datasets\IAM_Words\words\b04\b04-147\b04-147-04-01.png,when
Datasets\IAM_Words\words\a03\a03-063\a03-063-06-06.png,still
Datasets\IAM_Words\words\a06\a06-141\a06-141-02-01.png,and
Datasets\IAM_Words\words\a06\a06-014\a06-014-00-01.png,nodded
Datasets\IAM_Words\words\a04\a04-085\a04-085-08-00.png,bases
Datasets\IAM_Words\words\a06\a06-000\a06-000-00-02.png,LLOYD
Datasets\IAM_Words\words\b01\b01-127\b01-127-04-08.png,gallant
Datasets\IAM_Words\words\e04\e04-058\e04-058-03-09.png,you
Datasets\IAM_Words\words\a05\a05-029\a05-029-01-07.png,","
Datasets\IAM_Words\words\a05\a05-113\a05-113-02-00.png,Council
Datasets\IAM_Words\words\e01\e01-119\e01-119-01-08.png,Fig.
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-02-00.png,answer
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-04-06.png,""""
Datasets\IAM_Words\words\a02\a02-106\a02-106-03-00.png,Uganda
Datasets\IAM_Words\words\c04\c04-139\c04-139-01-07.png,.
Datasets\IAM_Words\words\b04\b04-154\b04-154-01-01.png,Premier
Datasets\IAM_Words\words\b02\b02-105\b02-105-02-01.png,in
Datasets\IAM_Words\words\c06\c06-031\c06-031-06-05.png,trips
Datasets\IAM_Words\words\b02\b02-035\b02-035-06-02.png,says
Datasets\IAM_Words\words\a04\a04-027\a04-027-04-11.png,slight
Datasets\IAM_Words\words\e04\e04-103\e04-103-04-03.png,third
Datasets\IAM_Words\words\d03\d03-112\d03-112-01-04.png,4.25
Datasets\IAM_Words\words\a02\a02-106\a02-106-00-02.png,and
Datasets\IAM_Words\words\d06\d06-086\d06-086-08-02.png,all
Datasets\IAM_Words\words\a01\a01-096u\a01-096u-10-00.png,people
Datasets\IAM_Words\words\a05\a05-084\a05-084-03-04.png,brought
Datasets\IAM_Words\words\c06\c06-080\c06-080-01-05.png,only
Datasets\IAM_Words\words\a01\a01-107\a01-107-01-07.png,one
Datasets\IAM_Words\words\d04\d04-131\d04-131-01-04.png,)
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-06-01.png,were
Datasets\IAM_Words\words\a06\a06-147\a06-147-05-03.png,to
Datasets\IAM_Words\words\c04\c04-028\c04-028-06-10.png,Bunk
Datasets\IAM_Words\words\a03\a03-063\a03-063-02-05.png,the
Datasets\IAM_Words\words\e06\e06-021\e06-021-02-07.png,be
Datasets\IAM_Words\words\e01\e01-102\e01-102-03-05.png,and
Datasets\IAM_Words\words\c03\c03-087a\c03-087a-06-00.png,succeeded
Datasets\IAM_Words\words\c04\c04-050\c04-050-06-04.png,""""
Datasets\IAM_Words\words\d07\d07-096\d07-096-02-05.png,(
Datasets\IAM_Words\words\a01\a01-107\a01-107-00-02.png,that
Datasets\IAM_Words\words\a06\a06-114\a06-114-03-05.png,the
Datasets\IAM_Words\words\e04\e04-109\e04-109-02-02.png,doing
Datasets\IAM_Words\words\d06\d06-100\d06-100-01-00.png,in
Datasets\IAM_Words\words\d04\d04-121\d04-121-00-02.png,want
Datasets\IAM_Words\words\c03\c03-003b\c03-003b-00-06.png,.
Datasets\IAM_Words\words\c03\c03-000e\c03-000e-04-02.png,with
Datasets\IAM_Words\words\e04\e04-086\e04-086-03-10.png,I
Datasets\IAM_Words\words\b06\b06-015\b06-015-10-06.png,""""
Datasets\IAM_Words\words\b04\b04-000\b04-000-06-04.png,of
Datasets\IAM_Words\words\b02\b02-102\b02-102-03-09.png,such
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-00-00.png,In
Datasets\IAM_Words\words\d06\d06-008\d06-008-05-02.png,forty
Datasets\IAM_Words\words\a04\a04-050\a04-050-06-01.png,attract
Datasets\IAM_Words\words\e07\e07-061\e07-061-07-03.png,fruit
Datasets\IAM_Words\words\a05\a05-039\a05-039-06-06.png,Bloem-
Datasets\IAM_Words\words\a04\a04-085\a04-085-03-02.png,the
Datasets\IAM_Words\words\c03\c03-096f\c03-096f-02-07.png,to
Datasets\IAM_Words\words\d06\d06-086\d06-086-02-00.png,rather
Datasets\IAM_Words\words\d06\d06-011\d06-011-01-04.png,fear
Datasets\IAM_Words\words\b01\b01-136\b01-136-03-00.png,for
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-07-00.png,when
Datasets\IAM_Words\words\e06\e06-037\e06-037-02-01.png,fisheries
Datasets\IAM_Words\words\b04\b04-187\b04-187-00-00.png,THE
Datasets\IAM_Words\words\c03\c03-003e\c03-003e-07-07.png,to
Datasets\IAM_Words\words\c03\c03-000f\c03-000f-07-05.png,everywhere
Datasets\IAM_Words\words\e04\e04-015\e04-015-05-01.png,taken
Datasets\IAM_Words\words\e06\e06-006\e06-006-07-03.png,Viking
Datasets\IAM_Words\words\a05\a05-017\a05-017-00-01.png,Minister
Datasets\IAM_Words\words\b01\b01-023\b01-023-05-01.png,so
Datasets\IAM_Words\words\e02\e02-086\e02-086-02-03.png,some
Datasets\IAM_Words\words\d06\d06-056\d06-056-01-03.png,their
Datasets\IAM_Words\words\e06\e06-070\e06-070-09-01.png,to
Datasets\IAM_Words\words\a06\a06-114\a06-114-01-03.png,probably
Datasets\IAM_Words\words\b03\b03-025\b03-025-04-00.png,and
Datasets\IAM_Words\words\d04\d04-021\d04-021-03-05.png,existed
Datasets\IAM_Words\words\a03\a03-054\a03-054-00-05.png,promote
Datasets\IAM_Words\words\a05\a05-116\a05-116-04-04.png,the
Datasets\IAM_Words\words\d06\d06-063\d06-063-01-04.png,the
Datasets\IAM_Words\words\a05\a05-039\a05-039-07-06.png,slightly
Datasets\IAM_Words\words\c02\c02-056\c02-056-00-00.png,This
Datasets\IAM_Words\words\e01\e01-055\e01-055-06-07.png,crochet
Datasets\IAM_Words\words\d01\d01-123\d01-123-01-06.png,Mark
Datasets\IAM_Words\words\a03\a03-047\a03-047-10-03.png,.
Datasets\IAM_Words\words\e06\e06-030\e06-030-08-05.png,special
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-04-05.png,by
Datasets\IAM_Words\words\c03\c03-084a\c03-084a-02-03.png,without
Datasets\IAM_Words\words\b01\b01-049\b01-049-03-01.png,to
Datasets\IAM_Words\words\e06\e06-000\e06-000-06-08.png,Anglia
Datasets\IAM_Words\words\b03\b03-114\b03-114-07-03.png,corporation
Datasets\IAM_Words\words\a01\a01-011\a01-011-06-11.png,.
Datasets\IAM_Words\words\a04\a04-023\a04-023-01-03.png,Dorothy
Datasets\IAM_Words\words\c03\c03-007b\c03-007b-04-01.png,rubbish
Datasets\IAM_Words\words\a05\a05-073\a05-073-01-04.png,the
Datasets\IAM_Words\words\d01\d01-060\d01-060-05-08.png,is
Datasets\IAM_Words\words\b04\b04-128\b04-128-00-01.png,of
Datasets\IAM_Words\words\c02\c02-030\c02-030-03-04.png,the
Datasets\IAM_Words\words\b05\b05-088\b05-088-02-00.png,their
Datasets\IAM_Words\words\c03\c03-084c\c03-084c-00-07.png,","
Datasets\IAM_Words\words\a02\a02-004\a02-004-07-03.png,the
Datasets\IAM_Words\words\c02\c02-003\c02-003-07-06.png,appears
Datasets\IAM_Words\words\b01\b01-023\b01-023-00-11.png,to
Datasets\IAM_Words\words\b04\b04-107\b04-107-02-10.png,the
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-05-05.png,believe
Datasets\IAM_Words\words\e01\e01-032\e01-032-04-08.png,tatted
Datasets\IAM_Words\words\b06\b06-032\b06-032-03-00.png,by
Datasets\IAM_Words\words\d01\d01-104\d01-104-03-09.png,which
Datasets\IAM_Words\words\a03\a03-006\a03-006-06-02.png,on
Datasets\IAM_Words\words\d03\d03-112\d03-112-03-00.png,pairi-deaza
Datasets\IAM_Words\words\b01\b01-004\b01-004-00-03.png,possibility
Datasets\IAM_Words\words\d06\d06-041\d06-041-03-02.png,feels
Datasets\IAM_Words\words\a02\a02-120\a02-120-00-05.png,might
Datasets\IAM_Words\words\c03\c03-007a\c03-007a-03-04.png,school
Datasets\IAM_Words\words\e01\e01-102\e01-102-07-08.png,","
Datasets\IAM_Words\words\b06\b06-097\b06-097-05-05.png,over
Datasets\IAM_Words\words\a01\a01-000x\a01-000x-04-03.png,to
Datasets\IAM_Words\words\c03\c03-007\c03-007-03-07.png,","
Datasets\IAM_Words\words\d01\d01-104\d01-104-01-04.png,his
Datasets\IAM_Words\words\b05\b05-050\b05-050-04-02.png,the
Datasets\IAM_Words\words\a06\a06-119\a06-119-07-01.png,1960
Datasets\IAM_Words\words\a03\a03-040\a03-040-00-03.png,Conservative
Datasets\IAM_Words\words\b03\b03-092\b03-092-01-08.png,useful
Datasets\IAM_Words\words\a05\a05-094\a05-094-00-04.png,debates
Datasets\IAM_Words\words\a01\a01-007u\a01-007u-06-03.png,Northern
Datasets\IAM_Words\words\a01\a01-026u\a01-026u-05-03.png,two
Datasets\IAM_Words\words\b06\b06-079\b06-079-09-03.png,even
Datasets\IAM_Words\words\a05\a05-000\a05-000-02-06.png,three
Datasets\IAM_Words\words\a04\a04-019\a04-019-00-10.png,satisfaction
Datasets\IAM_Words\words\e01\e01-032\e01-032-09-00.png,traditional
Datasets\IAM_Words\words\b03\b03-104\b03-104-03-06.png,the
Datasets\IAM_Words\words\e06\e06-053\e06-053-06-03.png,the
Datasets\IAM_Words\words\a02\a02-067\a02-067-01-01.png,not
Datasets\IAM_Words\words\a05\a05-104\a05-104-06-07.png,to
Datasets\IAM_Words\words\a01\a01-053x\a01-053x-08-07.png,the
Datasets\IAM_Words\words\a05\a05-048\a05-048-00-06.png,p.m.
Datasets\IAM_Words\words\b01\b01-136\b01-136-05-02.png,Worsley
Datasets\IAM_Words\words\e07\e07-061\e07-061-03-02.png,June
Datasets\IAM_Words\words\a02\a02-027\a02-027-01-03.png,the
Datasets\IAM_Words\words\a06\a06-020\a06-020-05-04.png,.
Datasets\IAM_Words\words\b05\b05-055\b05-055-01-11.png,a
Datasets\IAM_Words\words\d06\d06-008\d06-008-01-03.png,so
Datasets\IAM_Words\words\a01\a01-038x\a01-038x-04-03.png,Macmillan
Datasets\IAM_Words\words\a01\a01-128\a01-128-08-04.png,per
Datasets\IAM_Words\words\e01\e01-107\e01-107-05-01.png,are
Datasets\IAM_Words\words\b04\b04-147\b04-147-02-02.png,in
Datasets\IAM_Words\words\c04\c04-028\c04-028-02-01.png,in
Datasets\IAM_Words\words\e01\e01-119\e01-119-02-07.png,not
Datasets\IAM_Words\words\e07\e07-012\e07-012-05-03.png,","
Datasets\IAM_Words\words\d04\d04-071\d04-071-07-05.png,.
Datasets\IAM_Words\words\a02\a02-120\a02-120-10-02.png,Square
Datasets\IAM_Words\words\c04\c04-156\c04-156-01-00.png,part
Datasets\IAM_Words\words\a02\a02-082\a02-082-01-05.png,since
Datasets\IAM_Words\words\d06\d06-100\d06-100-00-05.png,so
Datasets\IAM_Words\words\a05\a05-044\a05-044-03-04.png,party
Datasets\IAM_Words\words\c02\c02-007\c02-007-06-04.png,only
Datasets\IAM_Words\words\a04\a04-059\a04-059-02-06.png,It
Datasets\IAM_Words\words\e06\e06-053\e06-053-07-01.png,actually
Datasets\IAM_Words\words\d04\d04-101\d04-101-00-07.png,Seder
Datasets\IAM_Words\words\e01\e01-119\e01-119-02-09.png,hook
Datasets\IAM_Words\words\a04\a04-085\a04-085-06-06.png,of
Datasets\IAM_Words\words\d06\d06-000\d06-000-05-01.png,worrying
Datasets\IAM_Words\words\a02\a02-106\a02-106-03-03.png,opens
Datasets\IAM_Words\words\e07\e07-061\e07-061-09-01.png,my
Datasets\IAM_Words\words\a01\a01-058\a01-058-01-00.png,over
Datasets\IAM_Words\words\e01\e01-022\e01-022-02-00.png,bridal
Datasets\IAM_Words\words\b06\b06-015\b06-015-05-05.png,Germany
